Name,Source,Potentially spam,DA,AS,DR,UR,TF,CF,S RD,M RD,A RD,S BL,M BL,A BL,IP'S,SZ,Variance,Follow %,S (BL/RD),M (BL/RD),Age,Indexed,Drops,MT,English %,Expiry,Reason
automagikmusic.com,GoDaddy Auctions,Questionable Majestic topics: adult.,22.00,4.00,5.00,0.00,14.00,17.00,133.00,68.00,100.00,236.00,174.00,391.00,138.00,nan,18.00,55.51%,1.7744360902255638,2.5588235294117645,12.00,6.0,,"Adult/Image Galleries: 13
Adult/Computers: 13
Adult/Business: 12
Society/Philanthropy: 12
Society: 12
Shopping/Jewelry: 9",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
comparedarts.com,GoDaddy Auctions,High spam score (SZ: 22.0). High variance between metrics (52.0).,54.00,2.00,2.00,0.00,6.00,12.00,82.00,26.00,37.00,111.00,63.00,59.00,56.00,22.00,52.00,40.54%,1.353658536585366,2.423076923076923,4.00,31.0,,Society/Religion and Spirituality: 6,nan%,2025-05-01,Low Authority Score (AS<5).
fitlivingguide.com,GoDaddy Auctions,High spam score (SZ: 28.0).,3.00,2.00,0.00,0.00,17.00,15.00,76.00,43.00,57.00,84.00,1208.00,64.00,76.00,28.00,3.00,88.10%,1.105263157894737,28.093023255813954,17.00,0.0,,"Recreation/Travel: 17
Society/Organizations: 14",nan%,2025-05-01,Low Authority Score (AS<5).
adeal.biz,GoDaddy Auctions,,16.00,2.00,11.00,11.00,8.00,14.00,140.00,36.00,255.00,49865.00,285.00,2402.00,108.00,nan,14.00,98.50%,356.17857142857144,7.916666666666667,20.00,1.0,,Computers/Data Formats: 8,nan%,2025-05-01,Low Authority Score (AS<5).
cookingforattention.com,GoDaddy Auctions,,3.00,2.00,0.00,4.00,5.00,12.00,75.00,25.00,35.00,100.00,62.00,52.00,48.00,nan,3.00,44.90%,1.3333333333333333,2.48,2.00,0.0,,Society/Religion and Spirituality: 5,nan%,2025-05-01,Low Authority Score (AS<5).
zymxq.com,GoDaddy Auctions,,13.00,2.00,13.00,12.00,12.00,15.00,215.00,63.00,459.00,2580.00,827.00,2756.00,205.00,nan,11.00,20.86%,12.0,13.126984126984127,3.00,1.0,,"Science/Astronomy: 12
Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Home/Family: 8
Business: 8",nan%,2025-05-01,Low Authority Score (AS<5).
riffshare.com,GoDaddy Auctions,,19.00,3.00,2.00,0.00,17.00,18.00,120.00,69.00,91.00,220.00,203.00,207.00,136.00,nan,17.00,85.00%,1.8333333333333333,2.9420289855072466,25.00,3.0,,"Arts/Music: 17
Computers/Software/Graphics: 14
Recreation/Travel: 13
Arts/Digital: 12",nan%,2025-05-01,Low Authority Score (AS<5).
herfirstdp.com,GoDaddy Auctions,Questionable Majestic topics: adult. Very new domain (Age: 0.0 years).,41.00,2.00,22.00,10.00,16.00,17.00,231.00,141.00,315.00,31610.00,6263.00,18460.00,247.00,nan,39.00,91.74%,136.83982683982683,44.41843971631206,0.00,0.0,,"Adult/Image Galleries: 16
Adult/Computers: 14
Adult/World: 13
Society/People: 12",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult. Extremely new domain (<3 months).
singlendating.com,GoDaddy Auctions,Questionable Majestic topics: adult.,10.00,2.00,0.00,0.00,8.00,16.00,83.00,36.00,51.00,122.00,73.00,85.00,87.00,nan,10.00,65.57%,1.4698795180722892,2.0277777777777777,21.00,0.0,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Games/Video Games/Roleplaying: 4",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
hshcctv.com,GoDaddy Auctions,,11.00,2.00,0.00,0.00,5.00,13.00,96.00,42.00,40.00,187.00,107.00,45.00,70.00,nan,11.00,32.09%,1.9479166666666667,2.5476190476190474,7.00,1.0,,Society/Religion and Spirituality: 5,nan%,2025-05-01,Low Authority Score (AS<5).
speakeasyslick.com,GoDaddy Auctions,,1.00,2.00,0.00,0.00,6.00,13.00,94.00,32.00,34.00,195.00,76.00,52.00,58.00,nan,2.00,21.54%,2.074468085106383,2.375,2.00,0.0,,Society/Religion and Spirituality: 6,nan%,2025-05-01,Low Authority Score (AS<5).
pgslotvip1.com,GoDaddy Auctions,High variance between metrics (57.0).,4.00,2.00,59.00,6.00,13.00,24.00,601.00,92.00,2767.00,20383.00,5004.00,63327.00,600.00,nan,57.00,0.77%,33.91514143094842,54.391304347826086,3.00,0.0,,"Society/Issues: 13
Sports/Football: 9",nan%,2025-05-01,Low Authority Score (AS<5).
blackdiamondmma.com,GoDaddy Auctions,Questionable Majestic topics: adult.,11.00,2.00,1.00,3.00,8.00,17.00,109.00,63.00,80.00,452.00,137.00,139.00,127.00,nan,10.00,27.59%,4.146788990825688,2.1746031746031744,14.00,1.0,,"Regional/Europe: 8
Recreation/Travel: 8
Home/Family: 8
Business/Energy: 8
Business: 8
Adult/Regional: 7
Society/Organizations: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 5",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
casinoqh88.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,1.00,2.00,0.00,0.00,6.00,12.00,80.00,27.00,29.00,108.00,83.00,34.00,46.00,nan,2.00,39.81%,1.35,3.074074074074074,0.00,0.0,,Society/Religion and Spirituality: 6,nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
steven-smith-photo.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,3.00,2.00,0.00,0.00,7.00,13.00,93.00,32.00,32.00,198.00,76.00,36.00,61.00,nan,3.00,21.21%,2.129032258064516,2.375,0.00,0.0,,Society/Religion and Spirituality: 7,nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
partydamagerecords.com,GoDaddy Auctions,,23.00,4.00,33.00,10.00,15.00,23.00,111.00,41.00,86.00,475.00,189.00,627.00,128.00,nan,29.00,93.68%,4.2792792792792795,4.609756097560975,12.00,0.0,,"Arts/Music: 15
Computers/Internet: 14
Society/Organizations: 14
Arts: 14
Arts/Organizations: 13
News/Weblogs: 12
Science/Social Sciences: 12
Recreation/Food: 11
Arts/Literature: 11",nan%,2025-05-01,Low Authority Score (AS<5).
tourism-guru.com,GoDaddy Auctions,Questionable Majestic topics: adult.,9.00,2.00,3.00,13.00,8.00,15.00,109.00,45.00,23.00,216.00,71.00,28.00,97.00,nan,7.00,32.41%,1.981651376146789,1.5777777777777777,14.00,0.0,,"Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Games/Video Games/Roleplaying: 4",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
libertyreserveinvestments.biz,GoDaddy Auctions,Very new domain (Age: 0.0 years).,23.00,2.00,0.00,0.00,14.00,19.00,207.00,96.00,nan,1902.00,630.00,nan,212.00,nan,23.00,86.22%,9.18840579710145,6.5625,0.00,1.0,,"Recreation/Collecting: 14
Computers/Software/Operating Systems: 12",nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
uyinmwenfoundation.com,GoDaddy Auctions,,1.00,2.00,0.00,4.00,9.00,12.00,103.00,27.00,26.00,200.00,48.00,30.00,57.00,nan,2.00,21.11%,1.941747572815534,1.7777777777777777,2.00,1.0,,Society/Religion and Spirituality: 9,nan%,2025-05-01,Low Authority Score (AS<5).
safetyandcomplianceconference.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,24.00,5.00,0.00,0.00,16.00,15.00,161.00,40.00,nan,291.00,83.00,nan,153.00,nan,24.00,79.04%,1.8074534161490683,2.075,0.00,,,"Business/Real Estate: 16
Business: 13
Society: 13
Computers/Internet: 12
Society/Government: 12
Health/Mental Health: 12
Regional/Europe: 12
Society/Issues: 11",nan%,2025-05-01,Extremely new domain (<3 months).
staceygriffinhomes.com,GoDaddy Auctions,Questionable Majestic topics: adult.,10.00,2.00,1.00,0.00,8.00,14.00,72.00,33.00,47.00,309.00,36.00,71.00,83.00,nan,9.00,21.29%,4.291666666666667,1.0909090909090908,10.00,0.0,,"Home/Family: 8
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Recreation/Travel: 1
Recreation/Motorcycles: 1",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
hobbymodelblog.com,GoDaddy Auctions,,19.00,4.00,12.00,19.00,13.00,13.00,132.00,40.00,112.00,231.00,53.00,344.00,133.00,nan,15.00,51.95%,1.75,1.325,3.00,0.0,,Computers/Internet/On the Web: 13,nan%,2025-05-01,Low Authority Score (AS<5).
mobilephoneman.com,GoDaddy Auctions,,5.00,2.00,0.00,0.00,11.00,13.00,91.00,32.00,52.00,137.00,105.00,517.00,69.00,nan,5.00,81.02%,1.5054945054945055,3.28125,20.00,0.0,,"Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 9
Health/Senior Health: 9
Games/Video Games/Roleplaying: 9
Society: 8
Society/People: 8
Society/Religion and Spirituality: 8
Computers/Internet: 8
Science/Environment: 8",nan%,2025-05-01,Low Authority Score (AS<5).
boolyshopping.com,GoDaddy Auctions,,30.00,2.00,5.00,26.00,12.00,15.00,667.00,37.00,530.00,1924.00,53.00,1352.00,655.00,nan,28.00,98.23%,2.8845577211394304,1.4324324324324325,9.00,2.0,,Computers/Internet: 12,nan%,2025-05-01,Low Authority Score (AS<5).
bilalzafarcomedy.com,GoDaddy Auctions,,27.00,4.00,17.00,4.00,16.00,15.00,125.00,29.00,83.00,745.00,62.00,238.00,132.00,nan,23.00,92.47%,5.96,2.1379310344827585,11.00,0.0,,"Society/Religion and Spirituality: 15
Arts/Performing Arts: 15
Society: 12",nan%,2025-05-01,Low Authority Score (AS<5).
arosdev.com,GoDaddy Auctions,Questionable Majestic topics: adult.,4.00,2.00,0.00,14.00,8.00,15.00,105.00,50.00,20.00,424.00,71.00,26.00,110.00,nan,4.00,22.17%,4.038095238095238,1.42,10.00,0.0,,"Regional/Europe: 8
Home/Family: 8
Business/Energy: 8
Recreation/Travel: 8
Business: 7
Adult/Regional: 7
Society/Organizations: 7
Adult/World: 7
Adult/Shopping: 7
Society/Religion and Spirituality: 3",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
cryptosupreme.net,GoDaddy Auctions,,11.00,2.00,nan,nan,12.00,19.00,144.00,66.00,nan,307.00,253.00,nan,131.00,nan,11.00,48.86%,2.1319444444444446,3.8333333333333335,nan,,,Business/Crypto: 12,nan%,2025-05-01,Low Authority Score (AS<5).
arbitrageportfolio.com,GoDaddy Auctions,Questionable Majestic topics: adult.,16.00,4.00,nan,nan,8.00,18.00,173.00,64.00,nan,1654.00,101.00,nan,882.00,nan,16.00,76.31%,9.560693641618498,1.578125,nan,,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Society/Religion and Spirituality: 5",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
orangecountyfirewood.com,GoDaddy Auctions,High variance between metrics (53.0).,1.00,2.00,54.00,25.00,15.00,14.00,97.00,32.00,2009.00,185.00,70.00,34752.00,87.00,nan,53.00,37.30%,1.907216494845361,2.1875,14.00,4.0,,Business/Industrial Goods and Services: 15,nan%,2025-05-01,Low Authority Score (AS<5).
camelrockcasino.com,GoDaddy Auctions,Questionable Majestic topics: gambling.,25.00,3.00,15.00,6.00,33.00,21.00,213.00,114.00,193.00,490.00,203.00,468.00,224.00,nan,22.00,60.33%,2.300469483568075,1.780701754385965,27.00,0.0,,"Games/Gambling: 33
Society/Ethnicity: 24",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: gambling.
kare360.com,GoDaddy Auctions,Questionable Majestic topics: adult.,4.00,2.00,0.00,0.00,8.00,16.00,111.00,56.00,30.00,200.00,90.00,85.00,115.00,20.00,4.00,40.80%,1.8018018018018018,1.6071428571428572,12.00,0.0,,"Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 4",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
cashclockacademy.com,GoDaddy Auctions,,10.00,2.00,23.00,6.00,8.00,16.00,125.00,56.00,96.00,264.00,128.00,234.00,70.00,nan,21.00,94.70%,2.112,2.2857142857142856,3.00,,,Society/Religion and Spirituality: 8,nan%,2025-05-01,Low Authority Score (AS<5).
free-flow-marketing.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,3.00,2.00,0.00,0.00,7.00,13.00,69.00,26.00,28.00,92.00,52.00,32.00,47.00,nan,3.00,51.65%,1.3333333333333333,2.0,0.00,0.0,,Society/Religion and Spirituality: 7,nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
infobettor.com,GoDaddy Auctions,,15.00,2.00,1.00,0.00,11.00,14.00,108.00,53.00,68.00,454.00,163.00,424.00,127.00,nan,14.00,67.99%,4.203703703703703,3.0754716981132075,15.00,,,"Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 9
Health/Senior Health: 9
Games/Video Games/Roleplaying: 9
Society: 8
Society/People: 8
Society/Religion and Spirituality: 8
Computers/Internet: 8
Science/Environment: 8",nan%,2025-05-01,Low Authority Score (AS<5).
musicforgeeksandnerds.com,GoDaddy Auctions,,16.00,4.00,3.00,4.00,13.00,16.00,98.00,55.00,33.00,218.00,187.00,182.00,86.00,nan,13.00,80.28%,2.2244897959183674,3.4,12.00,0.0,,"Computers/Software/Internet: 13
Society/People: 12
Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 9
Health/Senior Health: 9
Computers/Software/Operating Systems: 9
Games/Video Games/Roleplaying: 9",nan%,2025-05-01,Low Authority Score (AS<5).
danithebookaholic.com,GoDaddy Auctions,,15.00,2.00,3.00,17.00,11.00,17.00,130.00,53.00,40.00,890.00,341.00,294.00,147.00,nan,13.00,13.47%,6.846153846153846,6.433962264150943,5.00,1.0,,"Computers/Internet/Web Design and Development: 11
Shopping/Jewelry: 11
Arts/Literature: 9
Shopping/Clothing: 9
Home/Family: 8
Business/Energy: 8
Recreation/Travel: 8
Regional/Europe: 8",nan%,2025-05-01,Low Authority Score (AS<5).
zh123.net,GoDaddy Auctions,,12.00,2.00,0.00,0.00,11.00,13.00,115.00,28.00,99.00,584.00,224.00,389.00,115.00,nan,12.00,12.78%,5.078260869565217,8.0,18.00,1.0,,"Arts/Performing Arts: 11
Health/Reproductive Health: 8
Computers/Internet/Searching: 8",nan%,2025-05-01,Low Authority Score (AS<5).
junkcarbuyersorlando.com,GoDaddy Auctions,,18.00,2.00,1.00,23.00,13.00,15.00,123.00,31.00,78.00,4624.00,134.00,742.00,132.00,10.00,17.00,79.25%,37.59349593495935,4.32258064516129,11.00,0.0,,"Sports/Golf: 13
Regional/North America: 12
Business: 12
Recreation/Travel: 11
Reference/Education: 11",nan%,2025-05-01,Low Authority Score (AS<5).
rsvpmen.com,GoDaddy Auctions,Questionable Majestic topics: adult.,25.00,2.00,13.00,5.00,8.00,17.00,187.00,50.00,111.00,789.00,57.00,348.00,240.00,15.00,23.00,67.55%,4.219251336898396,1.14,12.00,1.0,,"Regional/Europe: 8
Business/Energy: 8
Home/Family: 8
Recreation/Travel: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 2",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
rswebsouls.com,GoDaddy Auctions,,35.00,4.00,31.00,10.00,14.00,17.00,142.00,94.00,74.00,443.00,162.00,126.00,142.00,nan,31.00,63.51%,3.119718309859155,1.7234042553191489,3.00,0.0,,"Shopping/Pets: 13
Shopping/Publications: 13
Recreation/Outdoors: 12
Computers/Internet/E-mail: 12
Science/Technology: 12
Arts/Animation: 12
Business/Materials: 12
Business/Construction and Maintenance: 12
Business/Industrial Goods and Services: 12
Society/Organizations: 11",nan%,2025-05-01,Low Authority Score (AS<5).
fitmusclenow.com,GoDaddy Auctions,,10.00,2.00,0.00,0.00,5.00,17.00,186.00,101.00,43.00,495.00,212.00,90.00,189.00,nan,10.00,41.41%,2.661290322580645,2.099009900990099,2.00,0.0,,Society/Religion and Spirituality: 5,nan%,2025-05-01,Low Authority Score (AS<5).
caring-crate.com,GoDaddy Auctions,Questionable Majestic topics: adult.,19.00,13.00,16.00,6.00,8.00,18.00,153.00,68.00,142.00,352.00,223.00,3481.00,167.00,15.00,6.00,60.11%,2.3006535947712417,3.2794117647058822,9.00,,,"Regional/Europe: 8
Home/Family: 8
Recreation/Travel: 8
Business/Energy: 8
Business: 7
Adult/Regional: 7
Society/Organizations: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 2",nan%,2025-05-01,Prohibited topics: adult.
bags-purses.com,GoDaddy Auctions,,22.00,4.00,0.00,24.00,9.00,17.00,596.00,73.00,245.00,47779.00,850.00,3221.00,679.00,nan,22.00,98.78%,80.16610738255034,11.643835616438356,15.00,0.0,,"Society/People: 9
Science/News and Media: 8
Society/Law: 8
News/Analysis and Opinion: 8
Regional/Europe: 8
Home/Family: 8
Society/Organizations: 8
Business/Energy: 8
Recreation/Travel: 8
Computers/Chats and Forums: 8",nan%,2025-05-01,Low Authority Score (AS<5).
iamthecouponaddict.com,GoDaddy Auctions,,10.00,2.00,0.00,1.00,11.00,15.00,98.00,39.00,38.00,164.00,277.00,130.00,85.00,nan,10.00,73.17%,1.6734693877551021,7.102564102564102,12.00,0.0,,"Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 9
Health/Senior Health: 9
Sports/Soccer: 9
Games/Video Games/Roleplaying: 9
Society: 8
Society/People: 8
Society/Religion and Spirituality: 8
Computers/Internet: 8",nan%,2025-05-01,Low Authority Score (AS<5).
drlocksmithtucson.com,GoDaddy Auctions,Questionable Majestic topics: adult.,14.00,3.00,nan,nan,9.00,22.00,395.00,123.00,nan,9247.00,693.00,nan,951.00,nan,14.00,6.18%,23.41012658227848,5.634146341463414,nan,,,"Adult/Computers: 8
Adult/Image Galleries: 8
Recreation/Pets: 8
Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Science/Biology: 8
Home/Family: 8
Business: 8
Society/Organizations: 7",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
kekeylimo.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,3.00,2.00,0.00,0.00,6.00,12.00,68.00,27.00,34.00,89.00,80.00,39.00,47.00,nan,3.00,46.07%,1.3088235294117647,2.962962962962963,0.00,0.0,,Society/Religion and Spirituality: 6,nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
hessetech.com,GoDaddy Auctions,Questionable Majestic topics: adult.,11.00,2.00,0.00,4.00,8.00,15.00,78.00,34.00,60.00,337.00,35.00,60.00,92.00,16.00,11.00,24.24%,4.32051282051282,1.0294117647058822,22.00,0.0,,"Home/Family: 8
Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Adult/Regional: 7
Business: 7
Adult/World: 7
Society/Organizations: 7
Adult/Shopping: 7
Society/Religion and Spirituality: 4",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
1-800-rentnow.net,GoDaddy Auctions,Questionable Majestic topics: adult.,25.00,3.00,11.00,0.00,8.00,20.00,867.00,110.00,1891.00,15499.00,557.00,14759.00,386.00,20.00,22.00,83.63%,17.876585928489042,5.0636363636363635,15.00,0.0,,"Regional/Europe: 8
Business/Energy: 8
Home/Family: 8
Recreation/Travel: 8
Business: 8
Adult/Regional: 7
Society/Organizations: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 3",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
phoenixtamara.com,GoDaddy Auctions,,1.00,2.00,0.00,4.00,12.00,12.00,102.00,29.00,32.00,175.00,63.00,50.00,61.00,nan,2.00,22.86%,1.7156862745098038,2.1724137931034484,2.00,0.0,,Computers/Programming/Languages: 12,nan%,2025-05-01,Low Authority Score (AS<5).
killtheboerbook.com,GoDaddy Auctions,,23.00,3.00,8.00,6.00,15.00,15.00,153.00,43.00,105.00,328.00,73.00,180.00,161.00,14.00,20.00,55.79%,2.1437908496732025,1.697674418604651,5.00,,,"News/Media Industry: 15
Arts/Music: 12",nan%,2025-05-01,Low Authority Score (AS<5).
prendepants.com,GoDaddy Auctions,Questionable Majestic topics: adult.,10.00,3.00,4.00,0.00,8.00,17.00,123.00,55.00,86.00,201.00,75.00,228.00,114.00,nan,7.00,53.23%,1.6341463414634145,1.3636363636363635,7.00,,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 5",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
yokeofcovenant.com,GoDaddy Auctions,,1.00,2.00,0.00,0.00,5.00,12.00,79.00,25.00,30.00,105.00,60.00,32.00,48.00,nan,2.00,39.05%,1.3291139240506329,2.4,1.00,0.0,,Society/Religion and Spirituality: 5,nan%,2025-05-01,Low Authority Score (AS<5).
jbari-et-fils.com,GoDaddy Auctions,,4.00,2.00,0.00,0.00,6.00,12.00,71.00,29.00,36.00,101.00,82.00,60.00,51.00,nan,4.00,48.51%,1.4225352112676057,2.8275862068965516,2.00,0.0,,Society/Religion and Spirituality: 6,nan%,2025-05-01,Low Authority Score (AS<5).
happywokwi.com,GoDaddy Auctions,,19.00,2.00,17.00,0.00,12.00,20.00,485.00,155.00,312.00,7853.00,430.00,4877.00,697.00,nan,17.00,99.30%,16.191752577319587,2.774193548387097,3.00,,,"Business: 12
Science/Social Sciences: 11",nan%,2025-05-01,Low Authority Score (AS<5).
autoaccidentlawyermilwaukee.com,GoDaddy Auctions,Very new domain (Age: 0.0 years).,3.00,2.00,0.00,0.00,6.00,13.00,68.00,27.00,nan,101.00,62.00,nan,52.00,nan,3.00,54.46%,1.4852941176470589,2.2962962962962963,0.00,0.0,,"Society/Religion and Spirituality: 5
Regional/Europe: 2
Business/Real Estate: 1",nan%,2025-05-01,Low Authority Score (AS<5). Extremely new domain (<3 months).
clubtera.com,GoDaddy Auctions,Questionable Majestic topics: adult.,26.00,4.00,7.00,8.00,18.00,19.00,198.00,91.00,153.00,1141.00,355.00,834.00,219.00,nan,22.00,67.19%,5.762626262626263,3.901098901098901,21.00,39300.0,,"Adult/Arts: 17
Arts/Bodyart: 17
Regional/Europe: 14
Business/Business Services: 14
Sports/Soccer: 14
Computers/Internet/Searching: 14
Business/Automotive: 14
Recreation/Pets: 14
Society/Issues: 14
Society/Gay  Lesbian  and Bisexual: 14",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
comprarplacer.com,GoDaddy Auctions,Questionable Majestic topics: adult.,20.00,2.00,31.00,1.00,30.00,18.00,383.00,205.00,224.00,2352.00,7473.00,19168.00,212.00,nan,29.00,86.95%,6.140992167101827,36.453658536585365,16.00,0.0,,Adult/Arts: 30,nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
systaff.com,GoDaddy Auctions,,10.00,3.00,1.00,7.00,9.00,15.00,110.00,40.00,82.00,2390.00,209.00,435.00,113.00,19.00,9.00,4.02%,21.727272727272727,5.225,14.00,,,"Computers/Internet: 9
Business/Business Services: 9
Regional/Europe: 8
Business: 8
Business/Telecommunications: 8
Health/Alternative: 8",nan%,2025-05-01,Low Authority Score (AS<5).
brfitnesstempe.com,GoDaddy Auctions,Questionable Majestic topics: adult.,10.00,3.00,1.00,0.00,8.00,17.00,87.00,45.00,81.00,104.00,52.00,134.00,93.00,17.00,9.00,73.08%,1.1954022988505748,1.1555555555555554,9.00,,,"Regional/Europe: 8
Business/Energy: 8
Home/Family: 8
Recreation/Travel: 8
Business: 8
Adult/Regional: 7
Society/Organizations: 7
Adult/World: 7
Adult/Shopping: 7
Games/Video Games/Roleplaying: 3",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
dasty-2.com,GoDaddy Auctions,Questionable Majestic topics: adult.,13.00,2.00,0.00,13.00,8.00,16.00,276.00,58.00,65.00,5255.00,1153.00,411.00,291.00,16.00,13.00,84.10%,19.03985507246377,19.879310344827587,10.00,2.0,,"Home/Family: 8
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Recreation/Motorcycles: 1
Recreation/Travel: 1",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
kube-app.com,GoDaddy Auctions,Questionable Majestic topics: adult.,11.00,2.00,21.00,0.00,8.00,17.00,81.00,41.00,37.00,93.00,48.00,77.00,85.00,nan,19.00,84.95%,1.1481481481481481,1.170731707317073,6.00,,,"Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Arts: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Sports/Soccer: 7",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
wdt9iaspfv3o.com,GoDaddy Auctions,Questionable Majestic topics: adult.,4.00,2.00,8.00,0.00,9.00,16.00,270.00,174.00,222.00,4380.00,300.00,346.00,75.00,nan,6.00,1.23%,16.22222222222222,1.7241379310344827,5.00,,,"Adult/Computers: 8
Adult/Image Galleries: 8
Recreation/Pets: 8
Business: 7
Computers/Multimedia: 7
Business/Transportation and Logistics: 7
Society/Religion and Spirituality: 2",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
ashfordshoes.com,GoDaddy Auctions,,14.00,2.00,0.00,6.00,9.00,15.00,60.00,29.00,34.00,74.00,35.00,37.00,64.00,nan,14.00,85.14%,1.2333333333333334,1.206896551724138,2.00,3.0,,Society/Religion and Spirituality: 9,nan%,2025-05-01,Low Authority Score (AS<5).
9blague.com,GoDaddy Auctions,Questionable Majestic topics: adult.,18.00,2.00,2.00,18.00,14.00,15.00,109.00,52.00,50.00,794.00,488.00,436.00,97.00,nan,16.00,53.27%,7.284403669724771,9.384615384615385,12.00,0.0,,"Science/Social Sciences: 14
Adult/Image Galleries: 13
Society/Organizations: 12
Business/Real Estate: 11
Home/Family: 11
Reference/Education: 11",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
worldfiddleday.com,GoDaddy Auctions,,16.00,2.00,30.00,17.00,19.00,14.00,103.00,33.00,360.00,208.00,115.00,4102.00,89.00,nan,28.00,41.83%,2.0194174757281553,3.484848484848485,11.00,4.0,,"Arts/Music: 19
News/Analysis and Opinion: 17
Recreation/Humor: 16
Business/Information Technology: 15
Regional/North America: 14
Society/People: 13",nan%,2025-05-01,Low Authority Score (AS<5).
lavisheyelashes.com,GoDaddy Auctions,Questionable Majestic topics: adult.,5.00,2.00,3.00,0.00,8.00,16.00,79.00,36.00,50.00,94.00,40.00,59.00,85.00,15.00,3.00,77.66%,1.1898734177215189,1.1111111111111112,19.00,0.0,,"Regional/Europe: 8
Recreation/Travel: 8
Business/Energy: 8
Home/Family: 8
Business: 8
Society/Organizations: 7
Adult/Regional: 7
Adult/World: 7
Adult/Shopping: 6
Games/Video Games/Roleplaying: 4",nan%,2025-05-01,Low Authority Score (AS<5). Prohibited topics: adult.
